country,province,culture_norm,language,major_event_date,major_event_desc,food_culture,important_cities,religious_practices,taboos
Philippines,Davao del Norte,"Hospitality, community spirit, respect for elders","Cebuano, Tagalog, English",5/1/2025,"A cultural festival showcasing Davaoâ€™s ethnic diversity, music, and dance.","Durian, banana chips, seafood","Samal Island, Mt. Apo","Roman Catholicism, Islam",Avoid loud or aggressive behavior
Philippines,Davao del Sur,"Respect for family, high regard for elders, politeness","Cebuano, Tagalog, English",8/1/2025,"A festival celebrating Davaoâ€™s culture, heritage, and agricultural abundance.","Durian, pomelo, coconut","Mt. Apo, Philippine Eagle Center","Roman Catholicism, indigenous beliefs",Avoid being disrespectful during religious ceremonies
Philippines,Davao Oriental,"Politeness, family values, respect for nature","Cebuano, Tagalog, English",6/1/2025,The provinceâ€™s foundation day with street dancing and cultural events.,"Seafood, rice, root crops","Mati City, Dahican Beach",Roman Catholicism,Avoid being disrespectful to elders or nature
Philippines,Dinagat Islands,"Strong community values, respect for elders","Cebuano, Tagalog, English",12/1/2025,Festival celebrating the provinceâ€™s rich cultural heritage and history.,"Fish, root crops, coconut","Libjo, Mt. Pasian",Roman Catholicism,Avoid public disputes or disrespectful behavior
Philippines,Eastern Samar,"High regard for family, respect for elders, politeness","Waray, Tagalog, English",9/27/2025,Commemoration of the provinceâ€™s founding with local dances and feasts.,"Kinilaw, coconut-based dishes","Calicoan Island, Guiuan",Roman Catholicism,Avoid showing disrespect to religious figures
Philippines,Guimaras,"Family-oriented, politeness, respect for elders","Hiligaynon, Tagalog, English",5/1/2025,"Festival celebrating the harvest of mangoes, with street dancing and cultural performances.","Mangoes, seafood, rice","Guisi Lighthouse, Raymen Beach",Roman Catholicism,Avoid loud public behavior
Philippines,Ifugao,"Strong sense of community, high respect for elders","Ilocano, Ifugao, Tagalog",6/15/2025,"A festival honoring the rice terraces and local culture, with dances and rituals.","Rice, root crops, pork","Banaue Rice Terraces, Mt. Kalawitan","Roman Catholicism, indigenous beliefs",Avoid disrupting rituals or showing disrespect to elders
Philippines,Ilocos Norte,"Respect for elders, high importance of family","Ilocano, Tagalog, English",1/25/2025,"Festival honoring the patron saint with religious rituals, street dances, and performances.","Empanada, bagnet, longganisa","Paoay Church, Cape Bojeador Lighthouse",Roman Catholicism,Avoid public displays of anger or rudeness
Philippines,Ilocos Sur,"Politeness, respect for elders, family-oriented","Ilocano, Tagalog, English",2/25/2025,"A cultural festival showcasing the heritage of Vigan with street dancing, crafts, and food.","Vigan longganisa, empanada","Vigan City, Bantay Church",Roman Catholicism,Avoid speaking loudly or causing disturbances
Philippines,Iloilo,"High regard for family, formal greetings","Hiligaynon, Tagalog, English",1/1/2025,A religious festival honoring the Santo NiÃ±o with street dancing and performances.,"La Paz Batchoy, seafood","Molo Church, Miagao Church",Roman Catholicism,Avoid being disrespectful to elders or public figures
Philippines,Isabela,"Respect for elders, polite behavior, strong family values","Ilocano, Tagalog, English",5/1/2025,"A celebration of local culture with street dances, floats, and agricultural shows.","Longganisa, rice, chicken dishes","Palanan, Cauayan",Roman Catholicism,Avoid loud behavior during ceremonies
Philippines,Kalinga,"Respect for elders, communal living, formal greetings","Kalinga, Ilocano, Tagalog",3/21/2025,"Festival highlighting the provinceâ€™s culture with dances, rituals, and local feasts.","Rice, root crops, fish","Mt. Kalugong, Kalinga River","Roman Catholicism, indigenous beliefs",Avoid interrupting traditional ceremonies
Philippines,Kamiseta,"Community respect, formal greetings","Tagalog, Ilocano, Hiligaynon",12/1/2025,A local festival celebrating the provinceâ€™s culture and traditions with performances and feasts.,"Seafood, rice cakes, coconut dishes","Mt. Bulusan, Camarines Norte Beaches",Roman Catholicism,Avoid aggressive behaviors or public conflicts
Philippines,Laguna,"Family-oriented, respect for elders, hospitality","Tagalog, English",6/12/2025,Festival celebrating the provinceâ€™s rich cultural and historical significance with street dancing.,"Pancit, buko pie, kesong puti","Enchanted Kingdom, Pagsanjan Falls",Roman Catholicism,Avoid loud or rude behavior in public
Philippines,Lanao del Norte,"Respect for elders, importance of family","Maranao, Tagalog, Cebuano",7/1/2025,Festival celebrating the provinceâ€™s rich culture with traditional dances and food.,"Pater, satti, durian","Timoga Springs, Maigo","Islam, Roman Catholicism",Avoid loud public arguments or disrespecting elders
Philippines,Lanao del Sur,"Respect for elders, strong community values","Maranao, Tagalog, Cebuano",7/1/2025,Festival to celebrate the provinceâ€™s rich cultural heritage with traditional dances and feasts.,"Pater, satti, durian","Lake Lanao, Timoga Springs","Islam, Roman Catholicism",Avoid public displays of anger or rudeness
Philippines,La Union,"Family-oriented, respectful greetings","Ilocano, Tagalog, English",2/1/2025,"Celebrates the provinceâ€™s founding with parades, dances, and local food exhibitions.","Bagnet, empanada, longganisa","Poro Point, Ma-Cho Temple",Roman Catholicism,Avoid being loud or inappropriate during events
Philippines,Leyte,"Respect for elders, polite greetings, family-focused","Waray, Tagalog, English",6/20/2025,Commemoration of the landing of General MacArthur during World War II.,"Moron, binagol, seafood","San Juanico Bridge, Panaon Island",Roman Catholicism,Avoid being disrespectful during commemorations
Philippines,Maguindanao del Norte,"Respect for elders, strong family bonds","Maguindanao, Cebuano, Tagalog",7/1/2025,A festival celebrating the cultural and historical identity of the Bangsamoro region.,"Pater, satti, tinola","Buluan Lake, Sultan Kudarat Capitol",Islam,Avoid public confrontations or disrespecting religious leaders
Philippines,Maguindanao del Sur,"Hospitality, community-oriented culture","Maguindanao, Cebuano, Tagalog",10/1/2025,"A celebration honoring Shariff Kabunsuan with parades, cultural shows, and food festivals.","Satti, pastil, durian","Tamontaka Church, Rio Grande de Mindanao",Islam,Avoid disrespecting local customs or traditions
Philippines,Marinduque,"Warm hospitality, respect for elders","Tagalog, English",4/1/2025,A religious and cultural festival celebrating the life of Longinus with colorful masks and processions.,"Kasuy, rice cakes, seafood","Boac Cathedral, Marinduqueâ€™s beaches",Roman Catholicism,Avoid inappropriate behavior during religious events
Philippines,Masbate,"Strong family ties, hospitality","MasbateÃ±o, Tagalog, Cebuano",3/1/2025,A festival showcasing the provinceâ€™s ranching culture with rodeos and parades.,"MasbateÃ±o beef, seafood, root crops","Ticao Island, Mombon, Masbate City",Roman Catholicism,Avoid being overly loud or disrespectful to elders
Philippines,Metro Manila,"Highly urbanized, fast-paced, respect for authority","Tagalog, English",8/21/2025,Commemoration of the assassination of Ninoy Aquino with memorials and protests.,"Pancit, lumpia, halo-halo","Rizal Park, Intramuros, Bonifacio Monument","Roman Catholicism, Islam",Avoid being too loud in public spaces
Philippines,Misamis Occidental,"Respect for elders, strong family values","Cebuano, Tagalog, English",5/18/2025,"A local festival with cultural presentations, floats, and traditional performances.","Seafood, lechon, sinigang","Ozamiz City, Mt. Malindang",Roman Catholicism,Avoid public arguments or disrespecting authorities
Philippines,Misamis Oriental,"High respect for elders, politeness, family values","Cebuano, Tagalog, English",9/1/2025,"A celebration to promote the provinceâ€™s rich cultural heritage, with local performances and street dancing.","Sinugba, lechon, seafood","Dahilayan Adventure Park, Cagayan de Oro",Roman Catholicism,Avoid public arguments or inappropriate behavior
Philippines,Mountain Province,"High respect for elders, strong community and family ties","Kankanaey, Ibaloi, Tagalog",2/22/2025,"A cultural celebration showcasing the indigenous peopleâ€™s traditions, rituals, and dances.","Rice, vegetables, pork","Banaue Rice Terraces, Mt. Kalugong","Roman Catholicism, indigenous beliefs",Avoid disrupting traditional rituals
Philippines,Negros Occidental,"Politeness, family values, respect for elders","Hiligaynon, Tagalog, English",11/5/2025,A festival celebrating the province's resilient spirit with street dancing and music.,"Inasal, piaya, seafood","Ruins, Capitol Park, Mambukal Hot Springs",Roman Catholicism,Avoid being disrespectful during public celebrations
Philippines,Negros Oriental,"Strong family bonds, politeness, respect for elders","Cebuano, Hiligaynon, Tagalog",1/15/2025,A festival celebrating the Santo NiÃ±o with street dancing and cultural events.,"Budbud kabog, lechon, seafood","Rizal Boulevard, Valencia Springs",Roman Catholicism,Avoid public displays of anger or excessive drinking
Philippines,Northern Samar,"Respect for elders, family-oriented","Waray, Tagalog, English",5/15/2025,A festival celebrating local history and culture with traditional dances and parades.,"Binagol, moron, seafood","Calbiga Cave, Bobon Beach",Roman Catholicism,Avoid excessive noise or public disputes
Philippines,North Cotabato,"High respect for elders, hospitality","Cebuano, Maguindanao, Ilocano",9/1/2025,A festival celebrating the cultural diversity of the province with traditional performances and agricultural shows.,"Satti, tinola, durian","Mt. Apo, Arakan Valley","Islam, Roman Catholicism",Avoid showing disrespect during religious practices
Philippines,Nueva Ecija,"Family values, politeness, high regard for elders","Tagalog, Ilocano, Pampango",12/1/2025,"A cultural celebration showcasing the provinceâ€™s arts, crafts, and traditional dances.","Adobo, empanada, bibingka","Pantabangan Dam, Rice Granary",Roman Catholicism,"Avoid loud, public arguments"
Philippines,Nueva Vizcaya,"Respect for elders, community-focused","Ibanag, Ilocano, Tagalog",6/1/2025,A local festival commemorating the founding of the province with local performances and agricultural shows.,"Rice, tinola, pinakbet","Mt. Pulog, Dupax del Sur",Roman Catholicism,Avoid ignoring elders or public disturbances
Philippines,Occidental Mindoro,"Politeness, respect for elders, communal living","Tagalog, English, Mangyan",5/17/2025,"A religious festival with parades, costumes, and traditional dances honoring the martyr Longinus.","Cashew nuts, seafood, rice cakes","Apo Reef, Sablayan Prison",Roman Catholicism,Avoid disrupting religious processions
Philippines,Oriental Mindoro,"Strong family values, respect for elders","Tagalog, Mangyan, English",6/1/2025,A festival celebrating the province's cultural heritage with street dancing and local feasts.,"Adobong Tamaraw, seafood","Mt. Halcon, Tamaraw Falls",Roman Catholicism,Avoid inappropriate behavior in sacred places
Philippines,Palawan,"High respect for elders, hospitality","Tagalog, Cuyunon, English",5/1/2025,"Festival celebrating local culture with music, dances, and food feasts.","Cashew nuts, seafood, rice","Puerto Princesa Underground River, El Nido",Roman Catholicism,Avoid being disrespectful to nature or elders
Philippines,Pampanga,"Respect for elders, family values","Kapampangan, Tagalog, English",12/1/2024,"A culinary festival honoring the provinceâ€™s famous dish, Sisig, with cooking competitions and street performances.","Sisig, tocino, bringhe","Mt. Arayat, San Guillermo Church",Roman Catholicism,Avoid showing disrespect for religious figures or beliefs
Philippines,Pangasinan,"High respect for elders, politeness","Pangasinan, Ilocano, Tagalog",4/5/2025,"Festival celebrating the provinceâ€™s patron saint, St. John the Baptist, with street dances and floats.","Puto, longganisa, bagoong","Hundred Islands, Lingayen Gulf",Roman Catholicism,Avoid interrupting elders during conversations
Philippines,Quezon,"Respect for elders, warm hospitality","Tagalog, Bicolano, English",6/12/2025,Commemoration of the birth of Manuel L. Quezon with civic activities and performances.,"Pancit, longganisa, bibingka","Tayabas Church, Villa Escudero",Roman Catholicism,Avoid public fights or arguments
Philippines,Quirino,"Respect for elders, strong sense of community","Ilocano, Tagalog",6/1/2025,Celebration of the province's foundation day with street dancing and agricultural exhibits.,"Patis, pinakbet, grilled fish","Maddela River, Cagayan Valley",Roman Catholicism,Avoid being disrespectful in local gatherings
Philippines,Rizal,"Respect for elders, family-oriented, hospitality","Tagalog, English",6/12/2025,Local events to celebrate Philippine independence with parades and performances.,"Pancit, halo-halo, bibingka","Rizal Shrine, Pagsanjan Falls",Roman Catholicism,Avoid public arguments or disrespectful behavior
Philippines,Romblon,"Politeness, strong family ties","Romblomanon, Tagalog",1/1/2025,"A religious and cultural celebration honoring the Santo NiÃ±o, with processions and street dancing.","Coconut-based dishes, seafood","Marble factories, Bonbon Beach",Roman Catholicism,Avoid inappropriate behavior during religious festivals
Philippines,Sarangani,"Strong sense of community, respect for elders","Cebuano, Blaan, Tagalog",11/1/2025,"A festival celebrating the heritage and culture of the province through dance, music, and food.","Tinagtag, grilled tuna, seafood","Gumasa Beach, Sarangani Bay","Roman Catholicism, Islam",Avoid showing disrespect to local traditions or elders
Philippines,Samar,"Strong community values, respect for elders","Waray, Cebuano, Tagalog",9/15/2025,Provincial festival with historical significance and cultural dances celebrating the provinceâ€™s heritage.,"Binagol, moron, seafood","Sohoton Caves, Calbiga Cave",Roman Catholicism,Avoid excessive drinking or aggressive behavior
Philippines,Siquijor,"Respect for elders, mystical beliefs, community-oriented","Cebuano, Tagalog, English",6/1/2025,A festival showcasing the provinceâ€™s traditional healing practices and cultural rituals.,"Cashew nuts, coconut, seafood","Cambugahay Falls, Salagdoong Beach","Roman Catholicism, local animism",Avoid offending local healers or their practices
Philippines,Sorsogon,"High respect for elders, close-knit communities","Bicolano, Tagalog",5/1/2025,"Celebration of local culture with street dancing, agricultural shows, and community events.","Sinarapan, chili, seafood","Mayon Volcano, Donsol",Roman Catholicism,Avoid disrespecting nature or local customs
Philippines,South Cotabato,"Politeness, family-first, respect for elders","Cebuano, Tagalog, Maguindanao",3/1/2025,A celebration of the Tâ€™boli peopleâ€™s culture with colorful dances and traditional arts.,"Satti, durian, roasted pig","Lake Sebu, Mt. Parker","Roman Catholicism, Islam",Avoid interrupting traditional ceremonies
Philippines,Southern Leyte,"Respect for elders, polite communication","Waray, Cebuano, Tagalog",3/1/2025,"Festival celebrating local traditions with street dancing, cultural shows, and a local beauty pageant.","Binagol, moron, seafood","Maasin City, Liloan Beach",Roman Catholicism,Avoid disrespecting elders or local beliefs
Philippines,Sultan Kudarat,"Hospitality, respect for elders, communal living","Maguindanao, Cebuano, Tagalog",10/1/2025,A cultural festival showcasing the provinceâ€™s indigenous heritage and agricultural products.,"Satti, fish, rice","Tacurong, Lake Buluan","Islam, Roman Catholicism",Avoid showing disrespect for elders or local leaders
Philippines,Surigao del Norte,"Family-oriented, respect for nature","Surigaonon, Cebuano, Tagalog",5/5/2025,A celebration to mark the founding of Surigao City with cultural performances and festivals.,"Torta, lechon, seafood","Siargao Island, Enchanted River",Roman Catholicism,Avoid disrespecting elders during celebrations
Philippines,Surigao del Sur,"High regard for elders, respect for traditions","Surigaonon, Cebuano, Tagalog",9/1/2025,Local festival to showcase Surigao del Surâ€™s cultural heritage through dances and arts.,"Binagol, satti, seafood","Bislig Falls, Tinuy-an Falls",Roman Catholicism,Avoid being too loud or disruptive in public spaces
Philippines,Tarlac,"Respect for elders, warm hospitality","Kapampangan, Ilocano, Tagalog",6/30/2025,A celebration of the provinceâ€™s history with cultural and agricultural exhibits.,"Longganisa, tocino, rice cakes","Tarlac Memorial, Mt. Pinatubo",Roman Catholicism,Avoid being disrespectful to religious figures
Philippines,Tawi-Tawi,"Deep respect for elders, community solidarity","Tausug, Chavacano, Tagalog",9/1/2025,"A festival celebrating the provinceâ€™s ethnic diversity, with dances and cultural exhibits.","Satti, seafood, rice","Turtle Islands, Sibutu Island","Islam, Roman Catholicism",Avoid interrupting religious ceremonies
Philippines,Zambales,"High respect for elders, politeness, family values","Tagalog, Sambal, Ilocano",6/19/2025,"Celebration of Zambalesâ€™ rich cultural and agricultural heritage, with street dancing and exhibits.","Sisig, adobo, seafood","Subic Bay, Mt. Pinatubo",Roman Catholicism,Avoid disrespectful behavior during ceremonies
Philippines,Zamboanga del Norte,"Strong family values, respect for elders","Chavacano, Cebuano, Tagalog",12/8/2024,A cultural celebration with street dancing and agricultural fairs.,"Satti, seafood, durian","Dapitan City, Dakak Beach","Islam, Roman Catholicism",Avoid public disturbances or loud arguments
Philippines,Zamboanga del Sur,"Respect for elders, strong community values","Chavacano, Cebuano, Tagalog",3/1/2025,"Celebration of the province's history and culture with parades, dances, and community events.","Satti, lechon, seafood","Lakewood, Mt. Malindang","Roman Catholicism, Islam",Avoid being rude or disrespectful to elders
Philippines,Zamboanga Sibugay,"Respect for elders, strong family values","Cebuano, Chavacano, Tagalog",2/1/2025,"A celebration of the founding of Zamboanga Sibugay with parades, cultural shows, and food fairs.","Satti, lechon, seafood","Malasag Eco-Park, Sibugay Bay","Roman Catholicism, Islam",Avoid disrespecting elders or religious customs
Brunei,Brunei-Muara,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Brunei,Belait,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Brunei,Tutong,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Brunei,Temburong,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Banteay Meanchey,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Cambodia,Battambang,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Cambodia,Kampong Cham,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Cambodia,Kampong Chhnang,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Kampong Speu,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Cambodia,Kampong Thom,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Cambodia,Kampot,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Cambodia,Kandal,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Kep,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Cambodia,Koh Kong,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Cambodia,Kratie,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Cambodia,Mondulkiri,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Oddar Meanchey,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Cambodia,Pailin,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Cambodia,Phnom Penh,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Cambodia,Preah Sihanouk,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Preah Vihear,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Cambodia,Pursat,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Cambodia,Ratanakiri,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Cambodia,Siem Reap,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Prey Veng,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Cambodia,Stung Treng,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Cambodia,Svay Rieng,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Cambodia,Takeo,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Cambodia,Tbong Khmum,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Malaysia,Johor,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Malaysia,Kedah,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Malaysia,Kelantan,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Malaysia,Malacca,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Malaysia,Negeri Sembilan,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Malaysia,Pahang,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Malaysia,Penang,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Malaysia,Perak,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Malaysia,Perlis,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Malaysia,Sabah,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Malaysia,Sarawak,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Malaysia,Selangor,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Malaysia,Terengganu,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Malaysia,Kuala Lumpur,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Malaysia,Labuan,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Malaysia,Putrajaya,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Thailand,Bangkok,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Thailand,Amnat Charoen,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Thailand,Ang Thong,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Thailand,Bueng Kan,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Thailand,Buri Ram,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Thailand,Chachoengsao,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Thailand,Chai Nat,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Thailand,Chaiyaphum,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Thailand,Chanthaburi,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Thailand,Chiang Mai,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Thailand,Chiang Rai,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Thailand,Chonburi,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
Thailand,Chumphon,"Greet with 'Selamat pagi' (Good morning), avoid showing anger publicly",Khmer,9/24/2023,Pchum Ben,Amok Trey,Angkor Wat,Buddhist customs,Avoid touching heads
Thailand,Kalasin,"Respect local Muslim traditions, refrain from eating in public during Ramadan",Malay & English,5/5/2023,Merdeka Day,Nasi Lemak,Petronas Towers,Muslim prayers,Do not wear shoes indoors
Thailand,Kamphaeng Phet,"Dress modestly, greet with 'Sawadee' (Hello), show respect for the monarchy",Thai,7/15/2023,Songkran Festival,Pad Thai,Grand Palace,Buddhist offerings,Avoid public criticism
Thailand,Kanchanaburi,"Respect elders, dress modestly, avoid public displays of affection",Malay,4/21/2023,Hari Raya Aidilfitri,Ambuyat,Omar Ali Saifuddien Mosque,Islamic practices,Do not point feet at others
